,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg,Divergence,Original
10431,12.0,43.0,19.71840000000043,+,30.0,14.0,30.84000000000401,MiraBest,FRII,190.83216,30.2419,['FRII'],FRII
10432,12.0,51.0,57.06000000000003,+,30.0,9.0,26.20800000000031,MiraBest,FRI,192.98775,30.15728,['FRI'],FRI
10433,13.0,5.0,27.24719999999934,+,26.0,45.0,7.1639999999973725,MiraBest,FRI,196.36353,26.75199,['FRI'],FRI
10434,13.0,3.0,53.348399999999856,+,27.0,47.0,27.16800000000489,MiraBest,FRII,195.972285,27.79088,['FRII'],FRII
10617,12.0,49.0,5.048399999998168,+,23.0,55.0,11.712000000004252,MiraBest,FRII,192.271035,23.91992,['FRII'],FRII
10619,13.0,10.0,36.70680000000317,+,24.0,18.0,45.03599999999864,MiraBest,FRI,197.652945,24.31251,['FRI'],FRI
10621,13.0,19.0,50.178000000000935,+,25.0,31.0,48.8999999999956,MiraBest,FRI,199.959075,25.53025,['FRI'],FRI
10684,17.0,22.0,23.65680000000225,+,32.0,1.0,28.30799999999499,MiraBest,FRI,260.59857,32.02453,['FRI'],FRI
12617,161.0,4.0,3.358631473302012,+,52.0,40.0,37.29862741890884,LoMorph,FRII,161.0675996198537,52.67702739650525,"['FRII', 'FRI']",FRI
12618,161.0,9.0,31.77743340429288,+,52.0,15.0,39.43097605063883,LoMorph,FRI,161.15882706483453,52.26095304890296,['FRI'],FRI
12626,161.0,25.0,53.10891535241353,+,52.0,50.0,16.39886341631609,LoMorph,FRI,161.43141914315345,52.8378885731712,['FRI'],FRI
12628,161.0,30.0,12.634818465994613,+,53.0,17.0,23.641208972439927,LoMorph,FRI,161.5035096717961,53.28990033582568,['FRI'],FRI
12631,161.0,32.0,56.86643938884572,+,52.0,29.0,31.256149296274884,LoMorph,FRII,161.5491295664969,52.49201559702674,['FRII'],FRII
12633,161.0,41.0,49.74565978790452,+,53.0,13.0,52.69653111111381,LoMorph,FRI,161.6971515721633,53.23130459197531,['FRI'],FRI
12634,161.0,42.0,40.29029944332933,+,54.0,48.0,7.294182453757685,LoMorph,FRI,161.71119174984537,54.80202616179271,['FRI'],FRI
12635,161.0,42.0,48.35933585759904,+,50.0,52.0,23.44514372173193,LoMorph,FRI,161.71343314884933,50.87317920658937,['FRI'],FRI
12638,161.0,45.0,43.07513955423019,+,55.0,34.0,6.375019154757524,LoMorph,FRI,161.76196531654284,55.568437505320766,['FRI'],FRI
12639,161.0,45.0,45.48918790570724,+,52.0,30.0,23.47393251283165,LoMorph,FRII,161.76263588552936,52.50652053680912,['FRII'],FRII
12640,161.0,46.0,31.35148017983284,+,53.0,44.0,17.103284030617374,LoMorph,FRII,161.77537541116106,53.73808424556406,['FRII'],FRII
12642,161.0,48.0,28.07931634575425,+,53.0,2.0,40.34842923521069,LoMorph,FRI,161.80779981009604,53.04454123034312,['FRI'],FRI
12645,161.0,51.0,18.06589761452188,+,48.0,0.0,43.47135863391998,LoMorph,FRI,161.85501830489292,48.01207537739831,['FRI'],FRI
12647,161.0,53.0,25.1776152555135,+,53.0,6.0,53.6303648498199,LoMorph,FRII,161.89032711534875,53.114897323569394,['FRII'],FRII
12649,161.0,56.0,53.84461642375072,+,52.0,14.0,14.985662786896228,LoMorph,FRII,161.94829017122882,52.237496017440805,['FRII'],FRII
12650,161.0,59.0,6.425571855309045,+,47.0,32.0,1.6255131028532332,LoMorph,FRII,161.98511821440425,47.53378486475079,['FRII'],FRII
12652,162.0,3.0,34.775406587477846,+,55.0,50.0,25.3955844034067,LoMorph,FRI,162.0596598351632,55.84038766233428,['FRI'],FRI
12655,162.0,10.0,51.89947907709893,+,48.0,28.0,30.46988547507226,LoMorph,FRI,162.18108318863253,48.47513052374308,['FRI'],FRI
12665,162.0,24.0,32.91958742570159,+,53.0,54.0,48.75894212576157,LoMorph,FRI,162.40914432984047,53.91354415059049,['FRI'],FRI
12670,162.0,27.0,0.8476078843318646,+,52.0,8.0,21.81446001441828,LoMorph,FRI,162.45023544663454,52.13939290555956,['FRI'],FRI
12671,162.0,27.0,20.6089697283278,+,46.0,21.0,50.84490432454572,LoMorph,FRII,162.45572471381342,46.3641235845346,['FRII'],FRII
12672,162.0,28.0,45.80816524658758,+,46.0,19.0,23.028825313693915,LoMorph,FRI,162.47939115701294,46.32306356258714,['FRI'],FRI
12677,162.0,37.0,11.37054427320436,+,54.0,48.0,49.79416612428736,LoMorph,FRI,162.619825151187,54.8138317128123,['FRI'],FRI
12679,162.0,38.0,20.40729722160222,+,55.0,30.0,0.7831253887161438,LoMorph,FRII,162.639002027006,55.5002175348302,['FRII'],FRII
12681,162.0,40.0,52.2393798480266,+,47.0,10.0,27.2551778431108,LoMorph,FRI,162.68117760551334,47.174237549400864,['FRI'],FRI
12682,162.0,41.0,20.59290692243621,+,46.0,39.0,49.23514081499775,LoMorph,FRII,162.68905358525623,46.663676428004166,['FRII'],FRII
12683,162.0,41.0,45.365903581480325,+,52.0,35.0,23.80447715547973,LoMorph,FRI,162.69593497321708,52.58994568809874,['FRI'],FRI
12688,162.0,46.0,41.80452135679161,+,48.0,25.0,35.0789597366628,LoMorph,FRI,162.77827903371022,48.42641082214907,['FRI'],FRI
12691,162.0,50.0,39.239409747858645,+,47.0,36.0,19.64294935545695,LoMorph,FRI,162.8442331693744,47.60545637482096,['FRI'],FRI
12697,162.0,56.0,5.450973286124281,+,51.0,58.0,14.430892844582104,LoMorph,FRI,162.93484749257948,51.970675248012384,['FRI'],FRI
12708,163.0,6.0,4.921383919579512,+,52.0,43.0,45.57651683277982,LoMorph,FRI,163.10136705108877,52.72932681023133,['FRI'],FRI
12715,163.0,9.0,31.53111884821328,+,48.0,40.0,19.709112277521967,LoMorph,FRI,163.1587586441245,48.67214142007709,['FRI'],FRI
12716,163.0,9.0,46.08770272725224,+,46.0,34.0,13.97850709120462,LoMorph,FRI,163.16280213964646,46.57054958530311,['FRI'],FRI
12718,163.0,13.0,5.0124824600811735,+,55.0,38.0,45.65004243685962,LoMorph,FRI,163.21805902290558,55.646013900676905,['FRI'],FRI
12719,163.0,13.0,13.547156153101696,+,53.0,27.0,36.8631586419599,LoMorph,FRI,163.22042976559808,53.46023976628943,['FRI'],FRI
12728,163.0,22.0,26.724902350536013,+,48.0,41.0,29.387506748118994,LoMorph,FRI,163.37409025065293,48.691496529652255,['FRI'],FRI
12733,163.0,25.0,51.4344896170428,+,46.0,36.0,38.54929056370736,LoMorph,FRI,163.43095402489362,46.6107081362677,['FRI'],FRI
12736,163.0,27.0,56.814570763269785,+,53.0,10.0,21.25212784702057,LoMorph,FRI,163.46578182521202,53.17257003551306,['FRI'],FRI
12742,163.0,34.0,42.51911135660066,+,51.0,24.0,47.74821316969224,LoMorph,FRII,163.5784775309324,51.41326339254714,['FRII'],FRII
12746,163.0,37.0,33.70273328184112,+,54.0,25.0,6.293909318603141,LoMorph,FRI,163.62602853702273,54.41841497481072,['FRI'],FRI
12748,163.0,41.0,14.587638221510131,+,56.0,17.0,18.50924661213924,LoMorph,FRI,163.68738545506153,56.2884747907256,['FRI'],FRI
12753,163.0,44.0,6.602940322895847,+,53.0,35.0,46.6450346267834,LoMorph,FRI,163.73516748342303,53.59629028739633,['FRI'],FRI
12756,163.0,47.0,41.483372983229856,+,46.0,16.0,9.0098212143198,LoMorph,FRI,163.79485649249534,46.26916939478176,['FRI'],FRI
12757,163.0,48.0,40.07087774603633,+,49.0,0.0,1.873590916025592,LoMorph,FRI,163.8111307993739,49.00052044192112,['FRI'],FRI
12759,163.0,51.0,4.171146905357546,+,47.0,57.0,59.08851235629584,LoMorph,FRI,163.85115865191815,47.96641347565453,['FRI'],FRI
12760,163.0,54.0,3.061125872100092,+,52.0,50.0,27.5040997175239,LoMorph,FRI,163.90085031274225,52.840973361032646,['FRI'],FRI
12762,163.0,55.0,4.659967505290297,+,46.0,34.0,41.34645697447809,LoMorph,FRI,163.9179611020848,46.57815179360402,['FRI'],FRI
12763,163.0,55.0,30.854556133647293,+,49.0,4.0,57.270727438532845,LoMorph,FRI,163.9252373767038,49.08257520206626,['FRI'],FRI
12764,163.0,55.0,51.83339300692751,+,52.0,59.0,19.98012525243724,LoMorph,FRI,163.9310648313908,52.98888336812568,['FRI'],FRI
12767,163.0,57.0,3.983089145303893,+,48.0,16.0,15.410109850395202,LoMorph,FRI,163.95110641365147,48.27094725273622,['FRI'],FRI
12772,163.0,58.0,34.66088089219966,+,46.0,59.0,45.8524124621141,LoMorph,FRI,163.97629468913672,46.99607011457281,['FRI'],FRI
12773,163.0,58.0,54.10952163332013,+,53.0,44.0,1.2101937726021106,LoMorph,FRI,163.9816970893426,53.73366949827017,['FRI'],FRI
12777,164.0,0.0,32.12348438918298,+,54.0,50.0,20.794221598438867,LoMorph,FRI,164.0089231901081,54.839109505999566,['FRI'],FRI
12784,164.0,6.0,2.8579815871262326,+,48.0,26.0,56.05259128047294,LoMorph,FRI,164.1007938837742,48.44890349757791,['FRI'],FRI
12785,164.0,7.0,3.223490461975871,+,48.0,48.0,34.24990206166967,LoMorph,FRII,164.11756208068388,48.8095138616838,['FRII'],FRII
12794,164.0,13.0,12.519085490414454,+,46.0,1.0,45.111585321648704,LoMorph,FRI,164.220144190414,46.02919766258935,['FRI'],FRI
12796,164.0,14.0,12.547261397842249,+,53.0,16.0,40.200629807477526,LoMorph,FRI,164.23681868372162,53.277833508279855,['FRI'],FRI
12803,164.0,17.0,13.318044166105665,+,46.0,22.0,39.702951801463655,LoMorph,FRI,164.28703279004614,46.377695264389295,['FRI'],FRI
12804,164.0,18.0,50.00099452900713,+,48.0,41.0,8.646087762505204,LoMorph,FRII,164.31388916514695,48.68573502437848,['FRII'],FRII
12807,164.0,20.0,25.91624391517371,+,53.0,14.0,18.56078229794832,LoMorph,FRI,164.34053228997644,53.23848910619388,['FRI'],FRI
12811,164.0,22.0,5.173334389944557,+,47.0,49.0,24.028770192183515,LoMorph,FRI,164.3681037039972,47.82334132505338,['FRI'],FRI
12816,164.0,24.0,24.79961221797339,+,55.0,51.0,13.569229870597042,LoMorph,FRI,164.40688878117166,55.85376923051961,['FRI'],FRI
12818,164.0,27.0,53.6016480009198,+,53.0,10.0,56.164132596896366,LoMorph,FRI,164.46488934666692,53.18226781461025,['FRI'],FRI
12825,164.0,33.0,54.7248645326772,+,48.0,57.0,1.190029979541691,LoMorph,FRII,164.56520135125908,48.950330563883206,['FRII'],FRII
12826,164.0,35.0,25.62445681734289,+,46.0,26.0,38.01489590445272,LoMorph,FRI,164.59045123800482,46.443893026640126,['FRI'],FRI
12827,164.0,35.0,40.96119707277239,+,51.0,40.0,37.397783502751736,LoMorph,FRII,164.59471144363133,51.67705493986188,['FRII'],FRII
12830,164.0,36.0,27.93540766899924,+,46.0,9.0,28.84935817540736,LoMorph,FRI,164.6077598354636,46.15801371060428,['FRI'],FRI
12831,164.0,37.0,6.428704377849499,+,52.0,34.0,31.3049569860516,LoMorph,FRI,164.61845241788274,52.57536248805168,['FRI'],FRI
12832,164.0,37.0,16.50930447998917,+,48.0,13.0,43.44296518449198,LoMorph,FRII,164.62125258457775,48.22873415699569,['FRII'],FRII
12833,164.0,37.0,50.60868204481494,+,53.0,42.0,23.5908357268886,LoMorph,FRI,164.63072463390134,53.706553009924136,['FRI'],FRI
12847,164.0,50.0,59.58966290488661,+,51.0,30.0,27.95285347870617,LoMorph,FRI,164.84988601747358,51.50776468152186,['FRI'],FRI
12849,164.0,52.0,15.943613401957464,+,48.0,45.0,33.204809566652216,LoMorph,FRII,164.8710954481672,48.75922355821296,['FRII'],FRII
12854,164.0,55.0,23.637310955859903,+,47.0,28.0,50.96098744360063,LoMorph,FRI,164.92323258637663,47.48082249651211,['FRI'],FRI
12856,164.0,56.0,14.512436675092886,+,48.0,8.0,59.7689713979986,LoMorph,FRI,164.93736456574308,48.14993582538833,['FRI'],FRI
12857,164.0,56.0,41.26585890482147,+,56.0,31.0,36.46087562084347,LoMorph,FRII,164.944796071918,56.52679468767246,['FRII'],FRII
12860,165.0,1.0,22.71857623267352,+,53.0,1.0,17.157815482783576,LoMorph,FRI,165.02297738228685,53.021432726523,['FRI'],FRI
12861,165.0,3.0,10.53257001609154,+,48.0,43.0,42.62344143622386,LoMorph,FRI,165.05292571389336,48.72850651151006,['FRI'],FRI
12863,165.0,12.0,5.5021259201726025,+,52.0,17.0,55.04675377319074,LoMorph,FRI,165.20152836831116,52.29862409827033,['FRI'],FRI
12870,165.0,16.0,37.271417111358005,+,49.0,15.0,33.16279625887546,LoMorph,FRI,165.2770198380865,49.25921188784969,['FRI'],FRI
12873,165.0,18.0,33.53761884903406,+,51.0,49.0,46.67213185098888,LoMorph,FRI,165.30931600523584,51.82963114773639,['FRI'],FRI
12877,165.0,22.0,19.082778156682707,+,56.0,1.0,56.80281490233142,LoMorph,FRI,165.37196743837686,56.03244522636176,['FRI'],FRI
12883,165.0,27.0,48.35887906976268,+,47.0,23.0,2.1342038564296217,LoMorph,FRI,165.46343302196382,47.3839261677379,['FRI'],FRI
12884,165.0,27.0,59.93075110503014,+,47.0,29.0,19.320278119011505,LoMorph,FRII,165.4666474308625,47.48870007725528,['FRII'],FRII
12889,165.0,29.0,48.98232039816776,+,49.0,47.0,32.10202826415866,LoMorph,FRI,165.49693953344394,49.79225056340671,['FRI'],FRI
12896,165.0,32.0,42.7990700196051,+,47.0,29.0,21.489294120571003,LoMorph,FRI,165.5452219638943,47.48930258170016,['FRI'],FRI
12902,165.0,35.0,47.65922571463079,+,47.0,38.0,38.86161155066759,LoMorph,FRI,165.59657200714295,47.64412822543074,['FRI'],FRI
12910,165.0,41.0,43.36281759798567,+,51.0,16.0,28.295693982055923,LoMorph,FRII,165.69537856044388,51.27452658166168,['FRII'],FRII
12912,165.0,42.0,54.09497789052466,+,53.0,13.0,7.130399291817184,LoMorph,FRII,165.71502638274737,53.218647333136616,['FRII'],FRII
12920,165.0,48.0,36.31547961412707,+,50.0,51.0,14.09991538118561,LoMorph,FRI,165.81008763322615,50.85391664316144,['FRI'],FRI
12923,165.0,51.0,45.48689787816557,+,53.0,6.0,51.113090260110425,LoMorph,FRII,165.8626352494106,53.11419808062781,['FRII'],FRII
12925,165.0,52.0,32.54332315315651,+,51.0,26.0,56.3173105691385,LoMorph,FRI,165.87570647865363,51.44897703071365,['FRI'],FRI
12928,165.0,54.0,29.46191394520156,+,51.0,0.0,43.27587655826051,LoMorph,FRI,165.90818386498478,51.01202107682174,['FRI'],FRI
12931,165.0,57.0,16.113299961323264,+,52.0,28.0,34.0527275702965,LoMorph,FRI,165.95447591665592,52.476125757658416,['FRI'],FRI
12936,166.0,4.0,1.7979618058438973,+,55.0,42.0,8.74283541510465,LoMorph,FRI,166.06716610050162,55.702428565393085,['FRI'],FRI
12940,166.0,6.0,27.419022473761743,+,47.0,45.0,14.064859127446994,LoMorph,FRII,166.1076163951316,47.75390690531318,['FRII'],FRII
12942,166.0,6.0,57.03664534345535,+,51.0,36.0,50.43157130591794,LoMorph,FRI,166.1158435125954,51.6140087698072,['FRI'],FRI
12947,166.0,9.0,51.0300254885783,+,46.0,53.0,30.747156108320155,LoMorph,FRI,166.16417500708016,46.89187421003009,['FRI'],FRI
12954,166.0,13.0,58.60666062823839,+,54.0,32.0,52.40623800841775,LoMorph,FRII,166.23294629461896,54.547890621669005,['FRII'],FRII
12959,166.0,16.0,21.143068563642373,+,47.0,29.0,45.87427212637522,LoMorph,FRI,166.27253974126768,47.49607618670177,['FRI'],FRI
12962,166.0,18.0,7.796596148609751,+,54.0,41.0,11.083437146126016,LoMorph,FRI,166.3021657211524,54.68641206587392,['FRI'],FRI
12963,166.0,19.0,41.93836187653005,+,51.0,1.0,3.5113750300462243,LoMorph,FRI,166.32831621163237,51.01764204861946,['FRI'],FRI
12970,166.0,23.0,1.9952541622342324,+,50.0,14.0,7.355217063022792,LoMorph,FRI,166.38388757060062,50.23537644918417,['FRI'],FRI
12972,166.0,23.0,26.1285276086096,+,47.0,16.0,57.8903512359085,LoMorph,FRI,166.39059125766906,47.28274731978775,['FRI'],FRI
12973,166.0,23.0,55.32456137345434,+,48.0,59.0,32.136360871709826,LoMorph,FRI,166.39870126704818,48.99226010024214,['FRI'],FRI
12982,166.0,30.0,1.146860664880478,+,47.0,1.0,30.075315297468705,LoMorph,FRI,166.5003185724069,47.02502092091596,['FRI'],FRI
12985,166.0,33.0,12.572827483115816,+,48.0,57.0,1.234836806334556,LoMorph,FRII,166.55349245207864,48.95034301022398,['FRII'],FRII
12987,166.0,33.0,56.3165687087303,+,55.0,27.0,7.358761739748161,LoMorph,FRI,166.56564349130798,55.45204410048326,['FRI'],FRI
12991,166.0,40.0,31.354679109870176,+,49.0,47.0,18.566435057222748,LoMorph,FRI,166.67537629975274,49.788490676404784,['FRI'],FRI
12993,166.0,41.0,16.02193586579915,+,48.0,54.0,11.791444973628131,LoMorph,FRI,166.68778387107383,48.90327540138156,['FRI'],FRI
12994,166.0,42.0,17.879858145231537,+,53.0,39.0,33.8106596069656,LoMorph,FRI,166.70496662726256,53.65939184989082,['FRI'],FRI
12997,166.0,43.0,34.0739735783086,+,47.0,51.0,2.218239134372766,LoMorph,FRI,166.7261316593273,47.850616177537326,['FRI'],FRI
13002,166.0,51.0,27.791943326999444,+,49.0,33.0,27.809450999633327,LoMorph,FRI,166.8577199842575,49.5577248474999,['FRI'],FRI
13003,166.0,52.0,6.0731138784422,+,47.0,28.0,19.46695212630345,LoMorph,FRI,166.868353642744,47.47207415336842,['FRI'],FRI
13004,166.0,52.0,22.23456104061825,+,55.0,28.0,25.006964521786017,LoMorph,FRII,166.8728429336224,55.473613045700496,['FRII'],FRII
13006,166.0,53.0,36.56869753874162,+,48.0,16.0,9.027099960177908,LoMorph,FRI,166.89349130487187,48.26917419443338,['FRI'],FRI
13012,166.0,57.0,48.56782158941997,+,56.0,3.0,8.618108119661088,LoMorph,FRI,166.96349106155262,56.05239391892213,['FRI'],FRI
13017,167.0,1.0,8.275999194133874,+,53.0,13.0,5.388729698706811,LoMorph,FRI,167.0189655553317,53.21816353602742,['FRI'],FRI
13021,167.0,3.0,44.42383914902848,+,50.0,10.0,10.907484549329638,LoMorph,FRI,167.06233995531915,50.169696523485925,['FRI'],FRI
13027,167.0,10.0,25.083494990644795,+,48.0,24.0,58.79117201863608,LoMorph,FRI,167.17363430416407,48.41633088111629,['FRI'],FRI
13030,167.0,11.0,40.69795539602637,+,46.0,6.0,9.668338421530509,LoMorph,FRI,167.19463832094334,46.102685649561536,['FRI'],FRI
13032,167.0,14.0,33.30419279646776,+,46.0,38.0,6.893186815228773,LoMorph,FRI,167.24258449799902,46.63524810744868,['FRI'],FRI
13034,167.0,14.0,47.9986053151697,+,50.0,20.0,51.47280218062633,LoMorph,FRI,167.2466662792542,50.34763133393906,['FRI'],FRI
13038,167.0,16.0,57.21977823275438,+,50.0,54.0,44.43825927971034,LoMorph,FRI,167.2825610495091,50.91234396091103,['FRI'],FRI
13040,167.0,17.0,19.05858595328482,+,54.0,11.0,40.89284593485672,LoMorph,FRI,167.28862738498702,54.19469245720413,['FRI'],FRI
13041,167.0,18.0,27.85736239971584,+,55.0,46.0,39.43067561542591,LoMorph,FRI,167.30773815622214,55.7776196321154,['FRI'],FRI
13045,167.0,20.0,44.432342356606114,+,46.0,1.0,42.23663565838024,LoMorph,FRI,167.3456756506546,46.02839906546066,['FRI'],FRI
13050,167.0,22.0,32.08079798849212,+,46.0,50.0,38.429277805451534,LoMorph,FRI,167.37557799944125,46.84400813272374,['FRI'],FRI
13051,167.0,23.0,0.7719172448742029,+,51.0,17.0,9.08367014655937,LoMorph,FRI,167.38354775479024,51.28585657504071,['FRI'],FRI
13053,167.0,23.0,41.050563952610446,+,51.0,4.0,25.45116192899343,LoMorph,FRII,167.3947362677646,51.073736433869165,['FRII'],FRII
13054,167.0,24.0,16.68545114377821,+,53.0,13.0,38.43348362337736,LoMorph,FRII,167.40463484753994,53.22734263433983,['FRII'],FRII
13062,167.0,31.0,33.891286590098844,+,46.0,1.0,23.19052348377056,LoMorph,FRII,167.5260809129417,46.02310847874549,['FRII'],FRII
13065,167.0,32.0,40.38383105039884,+,53.0,31.0,5.584593169904792,LoMorph,FRII,167.54455106418067,53.5182179425472,['FRII'],FRII
13075,167.0,40.0,56.123979932317525,+,47.0,47.0,4.303572825584752,LoMorph,FRII,167.6822566610923,47.78452877022933,['FRII'],FRII
13084,167.0,48.0,25.82905071028108,+,50.0,16.0,55.23475684246023,LoMorph,FRI,167.8071747363084,50.28200965467846,['FRI'],FRI
13090,167.0,52.0,44.16835285081106,+,53.0,45.0,23.293316520090457,LoMorph,FRI,167.87893565356967,53.756470365700025,['FRI'],FRI
13094,167.0,56.0,21.87761332158061,+,50.0,41.0,14.209726883472626,LoMorph,FRII,167.93941044814488,50.68728047968985,['FRII'],FRII
13096,167.0,56.0,40.872345220489024,+,47.0,47.0,37.38924740259392,LoMorph,FRI,167.94468676256125,47.79371923538961,['FRI'],FRI
13097,167.0,57.0,0.97671620751953,+,46.0,51.0,52.25290061426847,LoMorph,FRI,167.95027131005764,46.86451469461508,['FRI'],FRI
13099,167.0,59.0,25.332785475948185,+,51.0,36.0,23.98950365284464,LoMorph,FRI,167.99037021818776,51.60666375101468,['FRI'],FRI
13101,168.0,0.0,9.359431553593822,+,49.0,36.0,36.46225166342788,LoMorph,FRI,168.00259984209822,49.61012840323984,['FRI'],FRI
13104,168.0,1.0,0.5259336059361885,+,46.0,57.0,19.587208179281674,LoMorph,FRI,168.01681275933498,46.95544089116091,['FRI'],FRI
13106,168.0,1.0,40.14888555466541,+,46.0,39.0,51.93280438162788,LoMorph,FRI,168.0278191348763,46.6644257789949,['FRI'],FRI
13109,168.0,4.0,29.883549126439,+,47.0,56.0,4.135205908908688,LoMorph,FRII,168.07496765253512,47.93448200164136,['FRII'],FRII
13112,168.0,6.0,51.07652497887557,+,48.0,38.0,25.673076871107696,LoMorph,FRI,168.11418792360524,48.64046474357531,['FRI'],FRI
13117,168.0,10.0,45.376820148999286,+,46.0,6.0,8.20606898253061,LoMorph,FRII,168.17927133893028,46.10227946360626,['FRII'],FRII
13118,168.0,11.0,12.44689264431372,+,54.0,55.0,45.94424657428249,LoMorph,FRII,168.1867908035123,54.92942895738175,['FRII'],FRII
13119,168.0,11.0,56.06893712030342,+,53.0,45.0,42.220613616783,LoMorph,FRI,168.19890803808897,53.76172794822688,['FRI'],FRI
13126,168.0,14.0,14.71136612312648,+,49.0,15.0,7.677156545375396,LoMorph,FRI,168.2374198239231,49.25213254348483,['FRI'],FRI
13127,168.0,15.0,0.9786777128738322,+,50.0,2.0,19.01216092858988,LoMorph,FRI,168.25027185492024,50.03861448914683,['FRI'],FRI
13130,168.0,16.0,51.28076829498923,+,51.0,47.0,18.024357422449384,LoMorph,FRI,168.2809113245264,51.788340099284014,['FRI'],FRI
13133,168.0,18.0,6.977593080416682,+,54.0,4.0,54.61151023814693,LoMorph,FRII,168.30193822030012,54.08183653062171,['FRII'],FRII
13136,168.0,19.0,8.368327967102687,+,48.0,6.0,25.00691649287546,LoMorph,FRI,168.31899120221308,48.10694636569247,['FRI'],FRI
13137,168.0,19.0,11.49763031446355,+,48.0,47.0,58.785250499564086,LoMorph,FRI,168.31986045286513,48.79966256958321,['FRI'],FRI
13149,168.0,25.0,32.19310239768447,+,47.0,40.0,45.52285476635802,LoMorph,FRI,168.42560919511047,47.679311904101766,['FRI'],FRI
13153,168.0,26.0,55.51051463716249,+,49.0,36.0,2.940426501688762,LoMorph,FRI,168.44875292073257,49.60081678513936,['FRI'],FRI
13159,168.0,29.0,53.72978250032702,+,46.0,8.0,17.24258888853967,LoMorph,FRI,168.49825827291676,46.13812294135793,['FRI'],FRI
13165,168.0,33.0,20.31082534634379,+,47.0,7.0,15.575346012612384,LoMorph,FRII,168.55564189592954,47.12099315167017,['FRII'],FRII
13167,168.0,34.0,7.783877647896134,+,50.0,52.0,47.98439334778266,LoMorph,FRII,168.5688288549022,50.87999566481883,['FRII'],FRII
13168,168.0,35.0,5.187771740952485,+,47.0,10.0,5.859675737593761,LoMorph,FRI,168.58477438103915,47.168294354371554,['FRI'],FRI
13169,168.0,37.0,31.27435049454334,+,55.0,46.0,12.898507298194204,LoMorph,FRII,168.62535398624848,55.77024958536061,['FRII'],FRII
13179,168.0,44.0,8.709894549574528,+,55.0,51.0,42.49968746063018,LoMorph,FRI,168.735752748486,55.86180546873906,['FRI'],FRI
13181,168.0,46.0,53.62081913230213,+,52.0,11.0,41.34205590228191,LoMorph,FRI,168.78156133864786,52.19481723775064,['FRI'],FRI
13188,168.0,50.0,34.53139912987808,+,47.0,15.0,17.242578906586914,LoMorph,FRII,168.8429253886472,47.25478960525183,['FRII'],FRII
13189,168.0,50.0,40.62385841738205,+,49.0,56.0,39.90954880448157,LoMorph,FRI,168.84461773844927,49.94441931911236,['FRI'],FRI
13193,168.0,51.0,33.68509700844925,+,53.0,14.0,53.2470027899484,LoMorph,FRI,168.85935697139124,53.24812416744165,['FRI'],FRI
13194,168.0,52.0,47.41798057860251,+,56.0,0.0,51.27537544185259,LoMorph,FRII,168.8798383279385,56.01424315984496,['FRII'],FRII
13195,168.0,52.0,51.91465269946775,+,52.0,0.0,32.057131182784815,LoMorph,FRI,168.88108740352763,52.008904758661885,['FRI'],FRI
13196,168.0,53.0,25.07426191483092,+,49.0,56.0,14.097586126785586,LoMorph,FRII,168.89029840608745,49.93724932947966,['FRII'],FRII
13197,168.0,53.0,39.04016909729762,+,56.0,30.0,24.204880286998787,LoMorph,FRI,168.89417782474925,56.5067235778575,['FRI'],FRI
